Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.09,1892,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.12,2120,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.03,2195,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.06,1955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.09,2161,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.12,1852,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.03,2039,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.06,2002,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.09,2514,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.12,1959,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.03,2421,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.06,2818,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.09,2038,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.12,1478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.03,1959,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.06,2103,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.09,1576,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2022.12,1290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.03,1617,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.06,1436,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.09,1988,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2023.12,1629,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2024.03,1755,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2024.06,2322,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.03,249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.06,297,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.09,284,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2010.12,290,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.03,276,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.06,296,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.09,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2011.12,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.03,285,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.06,302,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.09,303,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2012.12,308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.03,288,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.06,312,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.09,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2013.12,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.03,293,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.06,314,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.09,347,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2014.12,299,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.03,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.06,328,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.09,322,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2015.12,318,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.03,307,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.06,347,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.09,345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2016.12,355,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.03,362,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.06,396,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.09,426,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2017.12,447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.03,430,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.06,478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.09,468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2018.12,473,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.03,437,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.06,449,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.09,440,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2019.12,439,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.03,389,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.06,304,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.09,485,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2020.12,479,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.03,486,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.06,500,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.09,447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2021.12,495,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.03,464,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.06,460,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.09,490,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2022.12,456,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.03,429,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.06,459,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.09,467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2023.12,464,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2024.03,413,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
EE1,Construction,Carbon dioxide equivalents,2024.06,448,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.03,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.06,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.09,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2010.12,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.03,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.06,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.09,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2011.12,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.03,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.06,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2012.12,9,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2013.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2014.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2015.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.09,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2016.12,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.03,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.06,8,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2017.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2018.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2019.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.06,5,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.09,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2020.12,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2021.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2022.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.03,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.06,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.09,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2023.12,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2024.03,7,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Methane,2024.06,6,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.03,1744,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.06,1741,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.09,1733,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2010.12,1733,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.03,1749,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.06,1732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.09,1746,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2011.12,1716,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.03,1709,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.06,1733,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.09,1713,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2012.12,1723,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.03,1720,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.06,1660,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.09,1745,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2013.12,1726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.03,1708,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.06,1746,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.09,1759,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2014.12,1780,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.03,1817,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.06,1820,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.09,1845,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2015.12,1868,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.03,1876,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.06,1854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.09,1925,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2016.12,1903,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
HH1,Transport,Carbon dioxide,2017.03,1953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
